Time,Label,Area1,Mean1,X1,Y1,Area2,Mean2,X2,Y2,Area3,Mean3,X3,Y3,Area4,Mean4,X4,Y4,Area5,Mean5,X5,Y5,Area6,Mean6,X6,Y6,Area7,Mean7,X7,Y7,Area8,Mean8,X8,Y8,Area9,Mean9,X9,Y9,Area10,Mean10,X10,Y10,Area11,Mean11,X11,Y11,Area12,Mean12,X12,Y12,Area13,Mean13,X13,Y13,Area14,Mean14,X14,Y14,Area15,Mean15,X15,Y15,Area16,Mean16,X16,Y16,Area17,Mean17,X17,Y17,Area18,Mean18,X18,Y18,Area19,Mean19,X19,Y19,Area20,Mean20,X20,Y20,Area21,Mean21,X21,Y21
33,13.avi,9207,41.6204,29.3343,133.4033,8935,44.5508,103.3236,79.7957,7549,28.1656,209.1025,85.2253,3700,39.3422,269.6903,34.6559,6638,35.4203,324.4494,92.9721,5648,42.3962,205.8258,183.2201,8194,39.3941,266.4154,242.1286,7162,32.0262,121.4989,314.236,9137,25.2085,193.0217,359.782,5855,34.8576,243.1678,417.6425,7282,37.6066,329.7057,423.1887,6098,41.8859,304.7906,329.6799,8576,28.5391,365.634,220.6687,4311,18.7715,435.648,259.6563,3462,12.1077,470.3105,354.5347,2918,11.4284,465.3218,412.9486,3773,28.3085,378.7266,459.9347,1932,40.6853,493.2246,277.6252,5138,30.9652,449.043,156.8344,1722,19.2869,495.3142,47.0813,2012,18.7495,448.6143,81.0934
34,13.avi,9207,42.0735,29.3343,133.4033,8935,43.3486,103.3236,79.7957,7549,27.1411,209.1025,85.2253,3700,38.7159,269.6903,34.6559,6638,34.7395,324.4494,92.9721,5648,41.3576,205.8258,183.2201,8194,38.5585,266.4154,242.1286,7162,31.4627,121.4989,314.236,9137,24.3429,193.0217,359.782,5855,34.1604,243.1678,417.6425,7282,37.0531,329.7057,423.1887,6098,41.2173,304.7906,329.6799,8576,27.9071,365.634,220.6687,4311,17.3967,435.648,259.6563,3462,11.4908,470.3105,354.5347,2918,11.0322,465.3218,412.9486,3773,27.0504,378.7266,459.9347,1932,39.3111,493.2246,277.6252,5138,30.6343,449.043,156.8344,1722,18.5952,495.3142,47.0813,2012,17.7222,448.6143,81.0934
35,13.avi,9207,43.1899,29.3343,133.4033,8935,42.9659,103.3236,79.7957,7549,26.7314,209.1025,85.2253,3700,38.3989,269.6903,34.6559,6638,33.8579,324.4494,92.9721,5648,40.3431,205.8258,183.2201,8194,37.8782,266.4154,242.1286,7162,30.9002,121.4989,314.236,9137,24.5194,193.0217,359.782,5855,33.5877,243.1678,417.6425,7282,36.7768,329.7057,423.1887,6098,40.3078,304.7906,329.6799,8576,26.9925,365.634,220.6687,4311,17.0531,435.648,259.6563,3462,10.9001,470.3105,354.5347,2918,9.8437,465.3218,412.9486,3773,26.5192,378.7266,459.9347,1932,35.8204,493.2246,277.6252,5138,29.3795,449.043,156.8344,1722,17.7056,495.3142,47.0813,2012,17.9732,448.6143,81.0934
36,13.avi,9207,44.9274,29.3343,133.4033,8935,43.0412,103.3236,79.7957,7549,26.3018,209.1025,85.2253,3700,39.0322,269.6903,34.6559,6638,34.2436,324.4494,92.9721,5648,40.3134,205.8258,183.2201,8194,37.4673,266.4154,242.1286,7162,30.7175,121.4989,314.236,9137,24.2367,193.0217,359.782,5855,33.1829,243.1678,417.6425,7282,35.9215,329.7057,423.1887,6098,39.8865,304.7906,329.6799,8576,26.699,365.634,220.6687,4311,16.7629,435.648,259.6563,3462,10.8273,470.3105,354.5347,2918,9.9287,465.3218,412.9486,3773,25.5645,378.7266,459.9347,1932,34.8887,493.2246,277.6252,5138,29.5284,449.043,156.8344,1722,17.4193,495.3142,47.0813,2012,17.1392,448.6143,81.0934
37,13.avi,9207,44.1682,29.3343,133.4033,8935,43.5447,103.3236,79.7957,7549,25.5888,209.1025,85.2253,3700,38.6846,269.6903,34.6559,6638,33.6934,324.4494,92.9721,5648,40.0193,205.8258,183.2201,8194,37.0297,266.4154,242.1286,7162,30.0684,121.4989,314.236,9137,23.6337,193.0217,359.782,5855,32.5776,243.1678,417.6425,7282,35.4735,329.7057,423.1887,6098,38.9318,304.7906,329.6799,8576,25.9137,365.634,220.6687,4311,16.4217,435.648,259.6563,3462,10.1736,470.3105,354.5347,2918,9.6741,465.3218,412.9486,3773,25.7466,378.7266,459.9347,1932,34.4762,493.2246,277.6252,5138,28.7345,449.043,156.8344,1722,16.8211,495.3142,47.0813,2012,16.9175,448.6143,81.0934
38,13.avi,9207,43.3984,29.3343,133.4033,8935,42.8585,103.3236,79.7957,7549,25.4834,209.1025,85.2253,3700,38.6905,269.6903,34.6559,6638,33.7227,324.4494,92.9721,5648,40.3805,205.8258,183.2201,8194,36.5663,266.4154,242.1286,7162,29.7713,121.4989,314.236,9137,23.0248,193.0217,359.782,5855,31.737,243.1678,417.6425,7282,34.518,329.7057,423.1887,6098,38.7215,304.7906,329.6799,8576,25.9365,365.634,220.6687,4311,16.0334,435.648,259.6563,3462,10.1404,470.3105,354.5347,2918,9.1282,465.3218,412.9486,3773,24.4718,378.7266,459.9347,1932,33.4063,493.2246,277.6252,5138,28.5743,449.043,156.8344,1722,16.7886,495.3142,47.0813,2012,16.4264,448.6143,81.0934
39,13.avi,9207,42.2659,29.3343,133.4033,8935,42.2471,103.3236,79.7957,7549,25.1541,209.1025,85.2253,3700,37.8362,269.6903,34.6559,6638,33.1344,324.4494,92.9721,5648,39.3582,205.8258,183.2201,8194,36.3141,266.4154,242.1286,7162,29.2075,121.4989,314.236,9137,22.3959,193.0217,359.782,5855,32.0091,243.1678,417.6425,7282,34.5067,329.7057,423.1887,6098,38.3793,304.7906,329.6799,8576,25.624,365.634,220.6687,4311,15.5484,435.648,259.6563,3462,9.7322,470.3105,354.5347,2918,8.8646,465.3218,412.9486,3773,24.6369,378.7266,459.9347,1932,33.4638,493.2246,277.6252,5138,28.5189,449.043,156.8344,1722,16.2114,495.3142,47.0813,2012,16.6113,448.6143,81.0934
40,13.avi,9207,41.7741,29.3343,133.4033,8935,42.7219,103.3236,79.7957,7549,25.4268,209.1025,85.2253,3700,37.6543,269.6903,34.6559,6638,32.5462,324.4494,92.9721,5648,39.0009,205.8258,183.2201,8194,35.9513,266.4154,242.1286,7162,29.3722,121.4989,314.236,9137,22.8647,193.0217,359.782,5855,32.4866,243.1678,417.6425,7282,35.0021,329.7057,423.1887,6098,38.6255,304.7906,329.6799,8576,25.781,365.634,220.6687,4311,15.7061,435.648,259.6563,3462,10.035,470.3105,354.5347,2918,9.3831,465.3218,412.9486,3773,25.2104,378.7266,459.9347,1932,32.986,493.2246,277.6252,5138,28.2079,449.043,156.8344,1722,16.5813,495.3142,47.0813,2012,16.5999,448.6143,81.0934
41,13.avi,9207,42.3555,29.3343,133.4033,8935,42.5274,103.3236,79.7957,7549,24.9048,209.1025,85.2253,3700,37.4297,269.6903,34.6559,6638,32.2826,324.4494,92.9721,5648,38.9557,205.8258,183.2201,8194,36.3184,266.4154,242.1286,7162,29.6426,121.4989,314.236,9137,22.8244,193.0217,359.782,5855,32.0782,243.1678,417.6425,7282,34.8564,329.7057,423.1887,6098,39.0838,304.7906,329.6799,8576,25.4361,365.634,220.6687,4311,15.4755,435.648,259.6563,3462,9.8403,470.3105,354.5347,2918,9.1703,465.3218,412.9486,3773,24.6181,378.7266,459.9347,1932,32.7598,493.2246,277.6252,5138,28.2785,449.043,156.8344,1722,16.8014,495.3142,47.0813,2012,16.7898,448.6143,81.0934
42,13.avi,9207,42.6567,29.3343,133.4033,8935,42.8368,103.3236,79.7957,7549,24.9538,209.1025,85.2253,3700,37.9903,269.6903,34.6559,6638,32.2517,324.4494,92.9721,5648,39.1909,205.8258,183.2201,8194,35.9287,266.4154,242.1286,7162,30.069,121.4989,314.236,9137,22.9284,193.0217,359.782,5855,32.2572,243.1678,417.6425,7282,34.9968,329.7057,423.1887,6098,39.112,304.7906,329.6799,8576,25.643,365.634,220.6687,4311,15.765,435.648,259.6563,3462,9.8899,470.3105,354.5347,2918,9.0079,465.3218,412.9486,3773,24.6435,378.7266,459.9347,1932,33.323,493.2246,277.6252,5138,28.1094,449.043,156.8344,1722,16.2178,495.3142,47.0813,2012,16.6749,448.6143,81.0934
43,13.avi,9207,43.337,29.3343,133.4033,8935,43.0837,103.3236,79.7957,7549,24.9771,209.1025,85.2253,3700,37.8284,269.6903,34.6559,6638,32.5092,324.4494,92.9721,5648,39.6762,205.8258,183.2201,8194,36.8435,266.4154,242.1286,7162,30.568,121.4989,314.236,9137,23.6285,193.0217,359.782,5855,32.5464,243.1678,417.6425,7282,35.2277,329.7057,423.1887,6098,39.2189,304.7906,329.6799,8576,25.4404,365.634,220.6687,4311,17.1167,435.648,259.6563,3462,9.6239,470.3105,354.5347,2918,9.6511,465.3218,412.9486,3773,24.9724,378.7266,459.9347,1932,33.8251,493.2246,277.6252,5138,28.7334,449.043,156.8344,1722,17.0116,495.3142,47.0813,2012,16.3653,448.6143,81.0934
44,13.avi,9207,42.6686,29.3343,133.4033,8935,42.9996,103.3236,79.7957,7549,25.153,209.1025,85.2253,3700,38.6608,269.6903,34.6559,6638,31.9837,324.4494,92.9721,5648,38.816,205.8258,183.2201,8194,36.5303,266.4154,242.1286,7162,30.6805,121.4989,314.236,9137,24.1974,193.0217,359.782,5855,32.6137,243.1678,417.6425,7282,36.0963,329.7057,423.1887,6098,39.1538,304.7906,329.6799,8576,25.2378,365.634,220.6687,4311,18.4254,435.648,259.6563,3462,9.9139,470.3105,354.5347,2918,9.3927,465.3218,412.9486,3773,26.1103,378.7266,459.9347,1932,33.8913,493.2246,277.6252,5138,28.3394,449.043,156.8344,1722,17.4541,495.3142,47.0813,2012,16.1009,448.6143,81.0934
45,13.avi,9207,42.8951,29.3343,133.4033,8935,43.1668,103.3236,79.7957,7549,25.3575,209.1025,85.2253,3700,39.1541,269.6903,34.6559,6638,32.1442,324.4494,92.9721,5648,38.3998,205.8258,183.2201,8194,36.9292,266.4154,242.1286,7162,31.1583,121.4989,314.236,9137,26.2318,193.0217,359.782,5855,32.7645,243.1678,417.6425,7282,36.528,329.7057,423.1887,6098,39.1597,304.7906,329.6799,8576,25.3351,365.634,220.6687,4311,26.6031,435.648,259.6563,3462,10.3024,470.3105,354.5347,2918,10.4928,465.3218,412.9486,3773,46.5892,378.7266,459.9347,1932,34.9322,493.2246,277.6252,5138,28.3511,449.043,156.8344,1722,19.6916,495.3142,47.0813,2012,16.8439,448.6143,81.0934
46,13.avi,9207,46.2662,29.3343,133.4033,8935,43.6696,103.3236,79.7957,7549,25.6622,209.1025,85.2253,3700,39.8738,269.6903,34.6559,6638,32.7912,324.4494,92.9721,5648,38.6333,205.8258,183.2201,8194,38.0633,266.4154,242.1286,7162,32.0785,121.4989,314.236,9137,33.6731,193.0217,359.782,5855,34.752,243.1678,417.6425,7282,37.4868,329.7057,423.1887,6098,40.7622,304.7906,329.6799,8576,25.9004,365.634,220.6687,4311,40.4526,435.648,259.6563,3462,10.918,470.3105,354.5347,2918,10.5391,465.3218,412.9486,3773,91.6382,378.7266,459.9347,1932,36.6874,493.2246,277.6252,5138,28.6053,449.043,156.8344,1722,49.1771,495.3142,47.0813,2012,16.9215,448.6143,81.0934
47,13.avi,9207,53.7986,29.3343,133.4033,8935,44.397,103.3236,79.7957,7549,26.3412,209.1025,85.2253,3700,40.4349,269.6903,34.6559,6638,32.8408,324.4494,92.9721,5648,40.6719,205.8258,183.2201,8194,40.8101,266.4154,242.1286,7162,33.5577,121.4989,314.236,9137,49.6977,193.0217,359.782,5855,37.6386,243.1678,417.6425,7282,39.5147,329.7057,423.1887,6098,42.9216,304.7906,329.6799,8576,26.2952,365.634,220.6687,4311,46.1494,435.648,259.6563,3462,11.4532,470.3105,354.5347,2918,10.9133,465.3218,412.9486,3773,116.0355,378.7266,459.9347,1932,38.9881,493.2246,277.6252,5138,29.7388,449.043,156.8344,1722,76.2009,495.3142,47.0813,2012,16.8902,448.6143,81.0934
48,13.avi,9207,61.2135,29.3343,133.4033,8935,45.1036,103.3236,79.7957,7549,27.3932,209.1025,85.2253,3700,40.4838,269.6903,34.6559,6638,33.0679,324.4494,92.9721,5648,39.9605,205.8258,183.2201,8194,46.5751,266.4154,242.1286,7162,34.8593,121.4989,314.236,9137,59.0919,193.0217,359.782,5855,41.3706,243.1678,417.6425,7282,40.5185,329.7057,423.1887,6098,45.0802,304.7906,329.6799,8576,26.054,365.634,220.6687,4311,44.4041,435.648,259.6563,3462,11.8322,470.3105,354.5347,2918,10.7162,465.3218,412.9486,3773,116.3456,378.7266,459.9347,1932,44.5978,493.2246,277.6252,5138,29.3114,449.043,156.8344,1722,76.9338,495.3142,47.0813,2012,16.9215,448.6143,81.0934
49,13.avi,9207,64.1364,29.3343,133.4033,8935,45.0948,103.3236,79.7957,7549,27.1863,209.1025,85.2253,3700,40.2911,269.6903,34.6559,6638,33.2541,324.4494,92.9721,5648,41.6227,205.8258,183.2201,8194,91.8456,266.4154,242.1286,7162,36.5397,121.4989,314.236,9137,60.2004,193.0217,359.782,5855,42.5404,243.1678,417.6425,7282,43.0779,329.7057,423.1887,6098,45.7935,304.7906,329.6799,8576,26.6321,365.634,220.6687,4311,40.9135,435.648,259.6563,3462,13.6823,470.3105,354.5347,2918,11.5723,465.3218,412.9486,3773,104.8813,378.7266,459.9347,1932,59.4643,493.2246,277.6252,5138,29.9675,449.043,156.8344,1722,67.2015,495.3142,47.0813,2012,17.4071,448.6143,81.0934
50,13.avi,9207,67.6251,29.3343,133.4033,8935,44.7932,103.3236,79.7957,7549,27.0772,209.1025,85.2253,3700,40.7014,269.6903,34.6559,6638,33.4563,324.4494,92.9721,5648,42.2817,205.8258,183.2201,8194,129.6139,266.4154,242.1286,7162,37.915,121.4989,314.236,9137,58.7393,193.0217,359.782,5855,44.6102,243.1678,417.6425,7282,47.0126,329.7057,423.1887,6098,48.6842,304.7906,329.6799,8576,27.1077,365.634,220.6687,4311,37.3169,435.648,259.6563,3462,14.8712,470.3105,354.5347,2918,12.1929,465.3218,412.9486,3773,85.0954,378.7266,459.9347,1932,103.4369,493.2246,277.6252,5138,30.9471,449.043,156.8344,1722,53.2636,495.3142,47.0813,2012,16.9543,448.6143,81.0934
51,13.avi,9207,67.2147,29.3343,133.4033,8935,44.5208,103.3236,79.7957,7549,27.0449,209.1025,85.2253,3700,39.5254,269.6903,34.6559,6638,34.0443,324.4494,92.9721,5648,42.7518,205.8258,183.2201,8194,134.3195,266.4154,242.1286,7162,39.8838,121.4989,314.236,9137,53.4704,193.0217,359.782,5855,46.5015,243.1678,417.6425,7282,55.813,329.7057,423.1887,6098,57.0317,304.7906,329.6799,8576,27.2793,365.634,220.6687,4311,32.4164,435.648,259.6563,3462,17.4792,470.3105,354.5347,2918,13.3509,465.3218,412.9486,3773,59.9385,378.7266,459.9347,1932,135.3194,493.2246,277.6252,5138,31.1347,449.043,156.8344,1722,37.5226,495.3142,47.0813,2012,17.8588,448.6143,81.0934
52,13.avi,9207,66.8469,29.3343,133.4033,8935,44.7018,103.3236,79.7957,7549,28.3087,209.1025,85.2253,3700,39.6095,269.6903,34.6559,6638,33.3814,324.4494,92.9721,5648,42.2325,205.8258,183.2201,8194,129.3513,266.4154,242.1286,7162,39.6433,121.4989,314.236,9137,47.614,193.0217,359.782,5855,51.428,243.1678,417.6425,7282,74.6107,329.7057,423.1887,6098,74.1223,304.7906,329.6799,8576,26.7997,365.634,220.6687,4311,27.261,435.648,259.6563,3462,21.383,470.3105,354.5347,2918,14.4602,465.3218,412.9486,3773,41.2592,378.7266,459.9347,1932,137.5088,493.2246,277.6252,5138,32.456,449.043,156.8344,1722,28.658,495.3142,47.0813,2012,17.8673,448.6143,81.0934
53,13.avi,9207,65.995,29.3343,133.4033,8935,44.6809,103.3236,79.7957,7549,28.8425,209.1025,85.2253,3700,40.0062,269.6903,34.6559,6638,33.8072,324.4494,92.9721,5648,42.2442,205.8258,183.2201,8194,116.5322,266.4154,242.1286,7162,39.8713,121.4989,314.236,9137,41.7951,193.0217,359.782,5855,61.1716,243.1678,417.6425,7282,98.5593,329.7057,423.1887,6098,116.7678,304.7906,329.6799,8576,27.2547,365.634,220.6687,4311,22.4874,435.648,259.6563,3462,24.4139,470.3105,354.5347,2918,16.9794,465.3218,412.9486,3773,33.7063,378.7266,459.9347,1932,127.8872,493.2246,277.6252,5138,32.4634,449.043,156.8344,1722,22.374,495.3142,47.0813,2012,20.4732,448.6143,81.0934
54,13.avi,9207,64.9668,29.3343,133.4033,8935,44.4088,103.3236,79.7957,7549,29.3177,209.1025,85.2253,3700,41.1578,269.6903,34.6559,6638,33.597,324.4494,92.9721,5648,42.0074,205.8258,183.2201,8194,96.878,266.4154,242.1286,7162,40.1271,121.4989,314.236,9137,35.3554,193.0217,359.782,5855,73.6196,243.1678,417.6425,7282,111.8656,329.7057,423.1887,6098,132.6146,304.7906,329.6799,8576,27.2218,365.634,220.6687,4311,19.5711,435.648,259.6563,3462,28.4723,470.3105,354.5347,2918,20.3568,465.3218,412.9486,3773,30.8452,378.7266,459.9347,1932,103.4705,493.2246,277.6252,5138,33.6806,449.043,156.8344,1722,18.9907,495.3142,47.0813,2012,21.8534,448.6143,81.0934
55,13.avi,9207,67.644,29.3343,133.4033,8935,45.2,103.3236,79.7957,7549,30.226,209.1025,85.2253,3700,41.1759,269.6903,34.6559,6638,32.5036,324.4494,92.9721,5648,43.102,205.8258,183.2201,8194,73.8132,266.4154,242.1286,7162,41.6899,121.4989,314.236,9137,30.0031,193.0217,359.782,5855,85.3032,243.1678,417.6425,7282,113.9017,329.7057,423.1887,6098,133.2048,304.7906,329.6799,8576,27.1751,365.634,220.6687,4311,17.5412,435.648,259.6563,3462,31.7652,470.3105,354.5347,2918,25.013,465.3218,412.9486,3773,29.6578,378.7266,459.9347,1932,71.1677,493.2246,277.6252,5138,35.5697,449.043,156.8344,1722,17.3885,495.3142,47.0813,2012,23.5671,448.6143,81.0934
56,13.avi,9207,69.7016,29.3343,133.4033,8935,45.6744,103.3236,79.7957,7549,31.7067,209.1025,85.2253,3700,40.7538,269.6903,34.6559,6638,32.3344,324.4494,92.9721,5648,43.3123,205.8258,183.2201,8194,56.402,266.4154,242.1286,7162,43.2161,121.4989,314.236,9137,26.9553,193.0217,359.782,5855,86.4968,243.1678,417.6425,7282,101.3868,329.7057,423.1887,6098,128.784,304.7906,329.6799,8576,26.6258,365.634,220.6687,4311,16.396,435.648,259.6563,3462,30.8793,470.3105,354.5347,2918,27.5041,465.3218,412.9486,3773,29.3673,378.7266,459.9347,1932,49.3975,493.2246,277.6252,5138,36.0354,449.043,156.8344,1722,17.2143,495.3142,47.0813,2012,26.0651,448.6143,81.0934
57,13.avi,9207,72.2486,29.3343,133.4033,8935,45.3598,103.3236,79.7957,7549,32.2493,209.1025,85.2253,3700,41.7649,269.6903,34.6559,6638,32.6041,324.4494,92.9721,5648,42.8653,205.8258,183.2201,8194,45.7067,266.4154,242.1286,7162,46.8559,121.4989,314.236,9137,24.7669,193.0217,359.782,5855,87.3175,243.1678,417.6425,7282,82.6526,329.7057,423.1887,6098,114.5098,304.7906,329.6799,8576,26.3622,365.634,220.6687,4311,15.7117,435.648,259.6563,3462,28.0973,470.3105,354.5347,2918,27.9517,465.3218,412.9486,3773,27.4084,378.7266,459.9347,1932,40.06,493.2246,277.6252,5138,35.6989,449.043,156.8344,1722,16.8839,495.3142,47.0813,2012,28.0835,448.6143,81.0934
58,13.avi,9207,80.2429,29.3343,133.4033,8935,46.4087,103.3236,79.7957,7549,35.038,209.1025,85.2253,3700,40.6068,269.6903,34.6559,6638,32.549,324.4494,92.9721,5648,42.6429,205.8258,183.2201,8194,40.1648,266.4154,242.1286,7162,46.8248,121.4989,314.236,9137,23.5767,193.0217,359.782,5855,85.6673,243.1678,417.6425,7282,64.3485,329.7057,423.1887,6098,90.7309,304.7906,329.6799,8576,26.4812,365.634,220.6687,4311,15.6235,435.648,259.6563,3462,25.3377,470.3105,354.5347,2918,26.9188,465.3218,412.9486,3773,26.7975,378.7266,459.9347,1932,36.5595,493.2246,277.6252,5138,38.984,449.043,156.8344,1722,16.669,495.3142,47.0813,2012,26.6784,448.6143,81.0934
59,13.avi,9207,87.6101,29.3343,133.4033,8935,46.9382,103.3236,79.7957,7549,41.4708,209.1025,85.2253,3700,39.8754,269.6903,34.6559,6638,32.5359,324.4494,92.9721,5648,41.9848,205.8258,183.2201,8194,37.5204,266.4154,242.1286,7162,47.2959,121.4989,314.236,9137,22.6026,193.0217,359.782,5855,83.6065,243.1678,417.6425,7282,50.8554,329.7057,423.1887,6098,64.9782,304.7906,329.6799,8576,26.3734,365.634,220.6687,4311,15.1742,435.648,259.6563,3462,20.1427,470.3105,354.5347,2918,24.1254,465.3218,412.9486,3773,25.5343,378.7266,459.9347,1932,35.8116,493.2246,277.6252,5138,43.0253,449.043,156.8344,1722,16.4541,495.3142,47.0813,2012,24.3116,448.6143,81.0934
60,13.avi,9207,90.5145,29.3343,133.4033,8935,47.6096,103.3236,79.7957,7549,45.1494,209.1025,85.2253,3700,40.8816,269.6903,34.6559,6638,32.6583,324.4494,92.9721,5648,40.7723,205.8258,183.2201,8194,36.0403,266.4154,242.1286,7162,47.9986,121.4989,314.236,9137,21.8658,193.0217,359.782,5855,75.7095,243.1678,417.6425,7282,42.8465,329.7057,423.1887,6098,49.5398,304.7906,329.6799,8576,25.8104,365.634,220.6687,4311,15.122,435.648,259.6563,3462,16.2811,470.3105,354.5347,2918,20.5541,465.3218,412.9486,3773,25.4636,378.7266,459.9347,1932,34.6206,493.2246,277.6252,5138,50.4089,449.043,156.8344,1722,16.2236,495.3142,47.0813,2012,21.663,448.6143,81.0934
61,13.avi,9207,90.0307,29.3343,133.4033,8935,48.281,103.3236,79.7957,7549,52.8628,209.1025,85.2253,3700,41.9546,269.6903,34.6559,6638,32.8091,324.4494,92.9721,5648,40.6815,205.8258,183.2201,8194,34.832,266.4154,242.1286,7162,50.8094,121.4989,314.236,9137,21.1272,193.0217,359.782,5855,65.4792,243.1678,417.6425,7282,38.0994,329.7057,423.1887,6098,42.8016,304.7906,329.6799,8576,25.8696,365.634,220.6687,4311,15.1176,435.648,259.6563,3462,13.5491,470.3105,354.5347,2918,17.621,465.3218,412.9486,3773,24.1341,378.7266,459.9347,1932,34.2707,493.2246,277.6252,5138,60.4486,449.043,156.8344,1722,15.7991,495.3142,47.0813,2012,21.2078,448.6143,81.0934
62,13.avi,9207,91.2653,29.3343,133.4033,8935,48.4284,103.3236,79.7957,7549,59.2592,209.1025,85.2253,3700,41.3522,269.6903,34.6559,6638,32.3384,324.4494,92.9721,5648,40.7325,205.8258,183.2201,8194,34.0692,266.4154,242.1286,7162,50.3309,121.4989,314.236,9137,20.8031,193.0217,359.782,5855,56.0635,243.1678,417.6425,7282,35.819,329.7057,423.1887,6098,40.3337,304.7906,329.6799,8576,25.8693,365.634,220.6687,4311,15.6279,435.648,259.6563,3462,11.831,470.3105,354.5347,2918,14.3787,465.3218,412.9486,3773,23.9144,378.7266,459.9347,1932,33.3923,493.2246,277.6252,5138,68.5798,449.043,156.8344,1722,15.734,495.3142,47.0813,2012,19.4925,448.6143,81.0934
63,13.avi,9207,90.8033,29.3343,133.4033,8935,48.3478,103.3236,79.7957,7549,59.6162,209.1025,85.2253,3700,41.5595,269.6903,34.6559,6638,32.4586,324.4494,92.9721,5648,40.7872,205.8258,183.2201,8194,34.4144,266.4154,242.1286,7162,50.3486,121.4989,314.236,9137,20.5616,193.0217,359.782,5855,46.7032,243.1678,417.6425,7282,34.5742,329.7057,423.1887,6098,39.3157,304.7906,329.6799,8576,25.9787,365.634,220.6687,4311,15.4502,435.648,259.6563,3462,10.8255,470.3105,354.5347,2918,12.3917,465.3218,412.9486,3773,24.5897,378.7266,459.9347,1932,33.3934,493.2246,277.6252,5138,67.2476,449.043,156.8344,1722,16.0836,495.3142,47.0813,2012,18.9538,448.6143,81.0934
64,13.avi,9207,89.1766,29.3343,133.4033,8935,47.967,103.3236,79.7957,7549,52.425,209.1025,85.2253,3700,44.6089,269.6903,34.6559,6638,31.8453,324.4494,92.9721,5648,41.2571,205.8258,183.2201,8194,33.9212,266.4154,242.1286,7162,48.0036,121.4989,314.236,9137,20.0376,193.0217,359.782,5855,41.2314,243.1678,417.6425,7282,33.5152,329.7057,423.1887,6098,38.5021,304.7906,329.6799,8576,25.6585,365.634,220.6687,4311,14.9717,435.648,259.6563,3462,10.6407,470.3105,354.5347,2918,11.1662,465.3218,412.9486,3773,23.9017,378.7266,459.9347,1932,33.8458,493.2246,277.6252,5138,59.8161,449.043,156.8344,1722,16.1719,495.3142,47.0813,2012,17.998,448.6143,81.0934
65,13.avi,9207,86.0182,29.3343,133.4033,8935,47.3356,103.3236,79.7957,7549,44.7937,209.1025,85.2253,3700,45.7076,269.6903,34.6559,6638,31.9022,324.4494,92.9721,5648,40.3313,205.8258,183.2201,8194,33.627,266.4154,242.1286,7162,45.5994,121.4989,314.236,9137,19.7791,193.0217,359.782,5855,38.8601,243.1678,417.6425,7282,33.46,329.7057,423.1887,6098,38.0446,304.7906,329.6799,8576,25.7778,365.634,220.6687,4311,14.9845,435.648,259.6563,3462,10.1453,470.3105,354.5347,2918,9.5463,465.3218,412.9486,3773,23.8023,378.7266,459.9347,1932,33.3432,493.2246,277.6252,5138,49.2785,449.043,156.8344,1722,15.8949,495.3142,47.0813,2012,18.341,448.6143,81.0934
